question_id	question	query
WebQTrn-1763	where does bill richardson live	bill richardson living place
WebQTrn-1764	who are the judges on the us supreme court	judges on us supreme court
WebQTrn-1766	what club did aguero play for before man city	aguero teams before manchester city
WebQTrn-1770	what is beyonce 's daughters name	beyonces daughter name
WebQTrn-1771	when did the colts last win the superbowl	colts last super bowl win
WebQTrn-1772	what college did michael jordan play basketball for	michael jordan college basketball
WebQTrn-1774	what countries are located in the netherlands	countries in the netherlands
WebQTrn-1777	who was lincoln 's vice president when he died	lincoln's vice president during his death
WebQTrn-1778	where did pope benedict xvi live	pope benedict xvi living place
WebQTrn-1780	what language brazil use	language used in brazil
WebQTrn-1782	with which country does south africa border	countries bordering south africa
WebQTrn-1783	what is there to do around austin texas	things to do in austin texas
WebQTrn-1784	what countries in the world speak german	countries that speak german
WebQTrn-1785	who plays effy in skins uk	skins tv actors
WebQTrn-1786	what countries use the euro as official currency	countries that use the euro as currency
WebQTrn-1789	who is henry david thoreau	henry david thoreau
WebQTrn-179	where did the massive allied invasion of northern france take place in june 1944	june 1944 invasion of northern france location
WebQTrn-1791	who is golfer dustin johnson dating	dustin johnson dating
WebQTrn-1792	what are the official languages in spain	official languages in spain
WebQTrn-1793	what club did santi cazorla play for	santi cazorla teams
WebQTrn-1795	where does the atlanta braves play	name of atlanta braves stadium
WebQTrn-1796	what year did detroit pistons win nba championships	detroit pistons championship win
WebQTrn-1798	what do people from spain speak	language of spanish people
WebQTrn-1799	who played danielle rousseau on lost	danielle rousseau actress
WebQTrn-18	what books did beverly cleary right	beverly cleary books
WebQTrn-180	which countries are part of the united kingdom	countries in the united kingdom list
WebQTrn-1801	who did king tut married	king tut wife
WebQTrn-1804	what countries are part of nato	list of countries in nato
WebQTrn-1805	what religion is mary queen of scots	mary queen of scots religion
WebQTrn-1806	who is chris cooley married to	chris cooleys wife
WebQTrn-1808	what teams does kroenke own	kroenke team ownership
WebQTrn-1809	where was the battle of shiloh	battle of shiloh location
WebQTrn-181	what is the postcode for london	postal code for london
WebQTrn-1811	where is kate spade from	kate spade origin
WebQTrn-1812	what countries are in the caribbean	list of countries in the caribbean
WebQTrn-1814	when did the new york mets start playing baseball	new york mets baseball start date
WebQTrn-1815	what party was woodrow wilson from	woodrow wilson political party
WebQTrn-1818	what did ben hall do	ben hall profession
WebQTrn-1819	what type of aircraft does virgin america use	virgin america airplanes
WebQTrn-1820	what currency do mexico use	currency in mexico
WebQTrn-1821	where is the university of oregon state	university of oregon state location
WebQTrn-1823	who did george wendt play on cheers	george wendt cheers
WebQTrn-1825	what division did the baltimore colts play in	baltimore colts division
WebQTrn-1826	what year did us invaded iraq	us invasion of iraq year
WebQTrn-1828	what is the capital city of canada on a map	canada capital city name
WebQTrn-1829	what is the name of currency used in spain	currency used in spain
WebQTrn-183	what other books did jules verne wrote	books by jules verne
WebQTrn-1832	what movie did tom hanks won his first oscar	tom hanks first oscar
WebQTrn-1834	who played bilbo baggins	bilbo baggins actor
WebQTrn-1835	what famous people are from kansas city	famous people from kansas city
WebQTrn-1839	who ran against bill clinton for president	bill clinton presidential opponent
WebQTrn-1840	what books did lincoln write	lincolns books
WebQTrn-1841	what are popular sports in spain	popular sports in spain
WebQTrn-1842	what did corey haim act in	corey haim movies
WebQTrn-1843	who is the publisher of the wall street journal	publisher of wall street journal
WebQTrn-1844	what products are made in the usa	products made in the usa
WebQTrn-1845	what do tibetan people speak	language of tibetians
WebQTrn-1847	who was the wife of king edward vii	king edward vii wife
WebQTrn-1848	what position did john stockton play	john stockton position
WebQTrn-185	what language does fiji	languages in fiji
WebQTrn-1853	who did troy aikman play for	troy aikman roles
WebQTrn-1857	where the grimm brothers were born	the grimm brothers birthplace
WebQTrn-1858	what sport is popular in china	popular sports in china
WebQTrn-1859	what to do with kids in phx az	phx az activities with kids
WebQTrn-186	what is the second percy jackson book called	percy jackson second book
WebQTrn-1860	where does kirk cameron live now	kirk cameron residence
WebQTrn-1861	what continent is greenland apart of	greenland continet
WebQTrn-1863	who made the ancient egyptian pyramids	creators of pyramids in ancient egypt
WebQTrn-1864	which asian country has the biggest population	largest populated country in asia
WebQTrn-1865	where did the san diego chargers originate	san diego chargers origins
WebQTrn-1866	who was the voice of nemo 's dad	nemos dad voice
WebQTrn-1868	who was king george v father	king george v father
WebQTrn-1869	who won last year 's nfl super bowl	nfl super bowl last year winner
WebQTrn-1873	what happened to nagasaki	hiroshima nagasaki major events
WebQTrn-1875	what movies did james franco play in	movies with james franco
WebQTrn-1876	what does bob dylan sing	bob dylan songs
WebQTrn-1879	what country did jacques cartier came from	 jacques cartier country of origin
WebQTrn-188	who did jon gosselin cheat with	jon gosselin cheat with whom
WebQTrn-1880	what disease did abe lincoln have	abe lincoln disease
WebQTrn-1881	what are the holidays of islam	islamic holidays
WebQTrn-1886	where did carrie underwood live	carrie underwood live
WebQTrn-189	where is mitsubishi headquarters	mitsubishi hq location
WebQTrn-1890	who currently owns the steelers	owner of the steelers
WebQTrn-1892	who has dirk nowitzki played for	dirk nowitzki team
WebQTrn-1893	what is the currency in the dominican republic called	currency used in the dominican republic
WebQTrn-1897	what club team does ronaldinho play for	ronaldinho football club team
WebQTrn-1898	which countries share borders with spain	countries border with spain
WebQTrn-1899	what is the official currency in france	currency france
WebQTrn-190	where is jay cutler now	jay cutler current team
WebQTrn-1901	what state did roger sherman represent at the constitutional convention	roger sherman representing state constitutional convention
WebQTrn-1902	what type of money do japanese use	currency japanese
WebQTrn-1903	what county is bradenton fl located in	bradenton fl county
WebQTrn-1904	what is molly ringwald in	molly ringwald movies
WebQTrn-1905	what movies has scarlett johansson played in	movies with scarlett johansson
WebQTrn-1906	what is the philadelphia church of god	philadelphia church of god
WebQTrn-1908	where does bradley cooper live now	bradley cooper live city
WebQTrn-191	what are eu countries	list eu countries
WebQTrn-1910	what country did vasco da gama come from	vasco da gama nationality
WebQTrn-1915	what is time zone in hawaii	hawaii time zone
WebQTrn-1919	what did doctor kevorkian do	doctor kevorkian job
WebQTrn-192	what influenced vincent van gogh work	vincent van gogh influenced by what
WebQTrn-1920	where is chowchilla located	location chowchilla
WebQTrn-1924	where is the warmest weather in the united states in december	warmest places in the us in december
WebQTrn-1925	where donald trump went to college	donald trump college
WebQTrn-1927	what did duke ellington do	duke ellington job
WebQTrn-193	what time zones are there in the us	gmt time zones in usa
WebQTrn-1931	what films has morgan freeman narrated	morgan freeman narrated moive
WebQTrn-1932	where are the atlanta falcons located	atlanta falcons location
WebQTrn-1934	where was obama born	obama birthplace
WebQTrn-1937	who does larry david play in seinfeld	larry david character in seinfeld
WebQTrn-1939	what political experience did abraham lincoln have	abraham lincoln political experience
WebQTrn-194	what are the 5 biggest cities in the usa	top 5 biggest cities in america
WebQTrn-1940	where does brian williams live	brian williams live city
WebQTrn-1943	what division is cincinnati bengals in	cincinnati bengals division
WebQTrn-1945	where was toussaint charbonneau from	toussaint charbonneau natonality
WebQTrn-1947	what timezone is new mexico currently in	time zone new mexico
WebQTrn-1948	who is the current president of china 2010	current president of china 2010
WebQTrn-1949	what is the legislature of missouri called	legislature of missouri
WebQTrn-195	what language do australian people speak	australian languages spoken
WebQTrn-1953	who is liz lemon marrying on 30 rock	liz lemon spouse on 30 rock
WebQTrn-1954	where was the battle of appomattox located	battle appomattox location
WebQTrn-1957	where did the name rome come from	origin of rome
WebQTrn-1959	who was the governor of missouri in 1996	governor of missouri 1996
WebQTrn-196	who did ben stiller play in megamind	ben stiller character in megamind
WebQTrn-1964	what language does the country italy speak	italy language spoken
WebQTrn-1965	who won the super bowl xliv 2010	super bowl 2010 winner
WebQTrn-1969	what years did the yankees win the championship	yankees win the championship year
WebQTrn-1971	what was william faulkner known for	william faulkner known for
WebQTrn-1973	who was audrey hepburn 's husbands	audrey hepburn husbands
WebQTrn-1974	who were queen elizabeth 1 parents	parents of queen elizabeth 1
WebQTrn-1976	what did robert koch do	robert koch job
WebQTrn-1978	what currency is best to take to dominican republic	currency dominican republic
WebQTrn-1979	who 's betty white	betty white
WebQTrn-198	who are betty white 's parents	betty white parents
WebQTrn-1981	who is lleyton hewitt	lleyton hewitt
WebQTrn-1982	what movies did quentin tarantino star in	list of quentin tarantino movies
WebQTrn-1983	what language does the new zealand speak	languages spoken in new zealand
WebQTrn-1984	what kind of cancer killed larry hagman have	larry hagman cancer type
WebQTrn-1985	what kind of drugs does charlie sheen do	charlie sheen used drugs
WebQTrn-1987	what county is sacramento located in	sacramento county
WebQTrn-1988	what did audrey hepburn died of	audrey hepburn death cause
WebQTrn-1989	what country was the treaty of versailles written	the treaty of versailles country
WebQTrn-199	where did jeff dunham go to school	jeff dunham school
WebQTrn-1990	what is st mary mascot	mary mascot
WebQTrn-1991	who was irving berlin and what did he do	irving berlin job
WebQTrn-1992	who shot j lennon	john lennon shot by
WebQTrn-1994	where is the denver broncos stadium located	denver broncos stadiu location
WebQTrn-1996	what type of music is scott joplin	scott joplin music type
WebQTrn-1998	who does leia think her father is	princess leia father
WebQTrn-20	where to fly into bali	flight destination in bali
WebQTrn-200	what college did kevjumba	kevjumba colleges
WebQTrn-2000	who is president of france	president of france
WebQTrn-2001	who did alf 's voice	voice of alf
WebQTrn-2002	what was theodore roosevelt 's political party	theodore roosevelt political party
WebQTrn-2004	where ulysses s grant go to school	ulysses s grant school location
WebQTrn-2008	where did chickasaw indians live	chickasaw indians live city
WebQTrn-201	who does david james play for 2011	david james team 2011
WebQTrn-2010	what music did antonio vivaldi compose	antonio vivaldi music type
WebQTrn-2011	who plays batman in 2012	batman actor 2012
WebQTrn-2012	what is the timezone in vancouver	time zone vancouver
WebQTrn-2013	what time is world cup soccer	world cup soccer time
WebQTrn-2015	what did ronnie radke do	ronnie radke things happened
WebQTrn-2016	where does selena gomez live right now 2010	selena gomez live location 2010
WebQTrn-2018	what form of government does czech republic have	government type of czech republic
WebQTrn-2020	what was eli whitney education	eli whitney education
WebQTrn-2021	what movies has renee zellweger been in	renee zellweger movies list
WebQTrn-2022	what other writers influenced charles dickens	charles dickens influenced by
WebQTrn-2027	what is daniel radcliffe name in the woman in black	woman in black daniel radcliffe character
WebQTrn-2029	where was battle of verdun located	battle of verdun location
WebQTrn-203	what movies did diana ross play in	list of diana ross movies
WebQTrn-2030	where does avril lavigne live now	avril lavigne live city
WebQTrn-2031	who plays stewie griffin 's voice family guy	family guy voice of stewie griffin
WebQTrn-2032	what should i see in london england	places to see in london england
WebQTrn-2034	what language do iraqi people speak	languages spoken by iraqi
WebQTrn-2039	who plays jacob black in twilight	twilight jacob black actor
WebQTrn-204	what is the zip code for minneapolis	zip code for minneapolis, mn
WebQTrn-2041	what book did jacob riis wrote	jacob riis book
WebQTrn-2042	what airport is close to scottsdale arizona	closest airport to scottsdale arizona
WebQTrn-2043	who plays noah bennet	noah bennet actor
WebQTrn-2045	who won american idol 2006 season 5	american idol 2006 season 5 winner
WebQTrn-2048	where did reagan die	onald reagan place of death
WebQTrn-205	what country is the west bank located in	west bank country
WebQTrn-2050	what is the language used in indonesia	language in indonesia
WebQTrn-2051	what was irving langmuir famous for	irving langmuir famous for
WebQTrn-2053	what is the official language of china called	official language of china
WebQTrn-2056	what was the name of martin luther king jr parents	martin luther king jr parents names
WebQTrn-2058	who was president when nelson rockefeller was vice president	president when nelson rockefeller was vice president
WebQTrn-2059	what year magic johnson retired	magic johnson retirement year
WebQTrn-206	who won golden boot	golden boot winners
WebQTrn-2064	where is shakira from originally	shakira country of origin
WebQTrn-2065	what region is manchester england	manchester england region
WebQTrn-2066	where was the gettysburg war located	battle of gettysburg location
WebQTrn-2067	what do people go to amsterdam for	amsterdam attractions
WebQTrn-2068	who is the elected governor of california	governor of california
WebQTrn-2071	what currency to take to side turkey	currency of turkey
WebQTrn-2072	who founded the new democratic party	new democratic party founder
WebQTrn-2074	what team did john madden play football for	john madden team played for
WebQTrn-2075	what does julian clary do	julian clary profession
WebQTrn-2077	where is the olympic national park located	olympic national park location
WebQTrn-2078	when does the world cup occur	world cup frequency
WebQTrn-2080	what art movement was vincent van gogh apart of	vincent van gogh art movement
WebQTrn-2081	where does danish language come from	origin of danish language
WebQTrn-2082	what countries are in the baltic region	list of baltic countries
WebQTrn-2083	what nation did hitler lead	nation lead by hitler
WebQTrn-2086	what continent does the amazon river flow through	amazon river continent
WebQTrn-2087	what is a city in belgium	city in belgium
WebQTrn-209	when did kings last win stanley cup	la kings stanley cup wins
WebQTrn-2094	what city did elvis presley grew up in	elvis presley hometown
WebQTrn-2096	who was donald duck 's girlfriend	donald duck girlfriend
WebQTrn-2097	what party was winston churchill in politics	winston churchill political party
WebQTrn-2098	what 4 teams did wayne gretzky play for	wayne gretzky teams played for
WebQTrn-2100	where are brembo brakes from	brembo brakes headquarters location
WebQTrn-2103	what to see and do in san diego california	things to see in san diego california
WebQTrn-2107	who is the president of cuba in 2009	president of cuba 2009
WebQTrn-2109	where is the university of alabama	university of alabama location
WebQTrn-2110	where is the country of armenia	country of armenia location
WebQTrn-2111	who tom cruise been married to	tom cruise wife
WebQTrn-2113	who is president of pakistan 2012	president of pakistan 2012
WebQTrn-2115	what instrument did louis armstrong like to play	louis armstrong instrument
WebQTrn-2117	what types of government does china have	china's form of government
WebQTrn-2119	what does bill gates own	bill gates owned
WebQTrn-212	what college did peyton manning	peyton manning college
WebQTrn-2122	what team does ladainian tomlinson play 4	ladainian tomlinson team
WebQTrn-2124	what did camille grammer do for a living	camille grammer profession
WebQTrn-2126	what planet was luke skywalker raised on	luke skywalker home planet
WebQTrn-213	what are the 2 conferences in the nfl	two nfl conference
WebQTrn-2131	who is the leader of the dominican republic 2011	leader of dominican republic 2011
WebQTrn-2133	who does obama look up to	people influenced barack obama
WebQTrn-2136	what year did baltimore ravens win the superbowl	baltimore ravens super bowl winning year
WebQTrn-2137	what is the name of the money used in spain	money used in spain
WebQTrn-2138	what did edward jenner do for a living	edward jenner occupation
WebQTrn-214	when did jennifer lopez start on in living color	jennifer lopez start time in living color 
WebQTrn-2141	what type of political system does north korea have	north korea political system
WebQTrn-2143	who will play clary in city of bones	city of bones actor of clary
WebQTrn-2144	what books did frances hodgson burnett wrote	books by frances hodgson burnett
WebQTrn-2146	where is amsterdam ohio	amsterdam ohio location
WebQTrn-2147	who are the two current senators of illinois	senators of illinois
WebQTrn-2150	what 3 countries does mexico border	mexicon bordering countries
WebQTrn-2151	who played giles on buffy the vampire slayer	actor of giles on buffy the vampire slayer
WebQTrn-2152	what teams are in the american league west	american league west teams
WebQTrn-2153	what books did robert burns wrote	robert burns books
WebQTrn-2155	who owns chrysler corporation 2012	chrysler corporation owner 2012
WebQTrn-2157	what was the cause of death of larry hagman	larry hagman cause of death
WebQTrn-2159	what school did sir isaac newton go to	isaac newton school
WebQTrn-216	what character does ellen play in finding nemo	characters in finding nemo by ellen
WebQTrn-2160	what was robert hooke 's contributions to science	robert hooke scientific contribution
WebQTrn-2163	what form of government does germany use	type of government in germany
WebQTrn-2167	what did florence sabin do	occupation of florence sabin
WebQTrn-2168	who played betty rizzo in grease	rizzo in grease actress
WebQTrn-2169	who played wesley crusher on star trek the next generation	wesley crusher actor star trek the next generation
WebQTrn-2171	where did audie murphy grow up	audie murphy children today
WebQTrn-2173	where is mark sanchez now	mark sanchez current team
WebQTrn-2174	where was the battle of verdun ww1	ww1 battle of verdun location
WebQTrn-2176	where is okemos michigan	location of okemos michigan
WebQTrn-2178	what type of government is the us government	type of government in usa
WebQTrn-2182	what college did ron jaworski go to	ron jaworski college
WebQTrn-2183	what team does allen iverson play for now	allen iverson teams
WebQTrn-2188	what are the basic beliefs of islam religion	basic beliefs of islam
WebQTrn-2194	what are the names of harry potter books in order	list of harry potter books in order
WebQTrn-2195	what currency should i bring to italy	currency to take to italy
WebQTrn-2196	what years did the orioles play in the world series	orioles world series years
WebQTrn-2197	what does the roman empire consist of	member of the roman empire
WebQTrn-2198	what did fred goodwin do	fred goodwin job
WebQTrn-22	what to see near sedona arizona	sedona arizona attractions
WebQTrn-220	what sort of government does brazil have	brazil government type
WebQTrn-2202	who is marilyn monroe and why is she famous	reason why marilyn monroe is famous
WebQTrn-2203	where is port charlotte florida located	location of port charlotte florida
WebQTrn-2204	what time zone is it in california	time zone in california
WebQTrn-2207	who did julie andrews play in shrek	julie andrews character in shrek
WebQTrn-2210	what does canada export and import the most	top of canada's imports and exports list
WebQTrn-2211	what episode does eric northman come in	eric northman debut episode
WebQTrn-2212	what was elijah mccoy famous for	elijah mccoy reason to be famous
WebQTrn-2213	who did john paul jones fight for	john paul jones fight for whom
WebQTrn-2214	where does hudson river start	hudson river source
WebQTrn-2217	where is glastonbury connecticut	location of glastonbury connecticut
WebQTrn-2218	what is george washington 's hometown	birthplace of george washington
WebQTrn-2219	what is arlington texas zip code	zip code arlington texas
WebQTrn-2225	what book did charles darwin write on evolution	charles darwin book on evolution
WebQTrn-2226	what are all songs by taylor swift	songs by taylor swift
WebQTrn-223	what county is rihanna from	rihanna original country
WebQTrn-2230	where does don king live	don king resident place
WebQTrn-2232	who did deborah sampson married	spouse of deborah sampson
WebQTrn-2233	what form of government does mexico	type of government in mexico
WebQTrn-2234	who played mickey on days of our lives	days of our lives mickey actor
WebQTrn-2235	what movies does nicole kidman star in	movie staring nicole kidman
WebQTrn-2237	where to stay in san francisco ca	places to stay in san francisco
WebQTrn-2238	what team does reggie bush play for 2011	reggie bush 2011 team
WebQTrn-2239	where did kate chopin grow up	kate chopin growing up place
WebQTrn-224	what happened to daddy yankee	daddy yankee facts
WebQTrn-2242	who played obi wan kenobi in phantom menace	obi wan kenobi actor in phanto menace
WebQTrn-2244	where is luke bryan from	luke bryan hometown
WebQTrn-225	what country is located in the balkan peninsula	balkan peninsula countries
WebQTrn-2251	who wore the darth vader suit in revenge of the sith	person wore darth vader suit revenge of the sith
WebQTrn-2252	what movies has scarlett johansson in	movies scarlett johansson
WebQTrn-2253	where is alex rodriguez from	alex rodriguez nationality
WebQTrn-2255	who invented morse code	morse code invented
WebQTrn-2256	what happened to adolf hitler at the end of the war	adolf hitler died
WebQTrn-2257	what is the political system in england	political system england
WebQTrn-2258	who was vice president under ronald reagan	ronald reagan vice president
WebQTrn-226	what 6 states border south dakota	us states that border dakota
WebQTrn-2260	where did william howard taft go to high school	william howard taft high school location
WebQTrn-2261	when did the chicago bulls win their first championship	chicago bulls first championships won time
WebQTrn-2263	what did sammy davis jr die of	sammy davis jr cause of death
WebQTrn-2266	what two countries share a border with the great lakes	two country share border great lakes
WebQTrn-2267	what year did dwayne wade came to the nba	dwayne wade join nba year
WebQTrn-227	what are the main languages spoken in spain	languages spoken in spain
WebQTrn-2271	what religion does tom cruise follow	tom cruise religion
WebQTrn-2275	where is the great pyramid of giza situated	great pyramid of giza situated
WebQTrn-2277	what money is used in the ukraine	currency in ukraine
WebQTrn-2278	where did ayn rand live	ayn rand live city
WebQTrn-2279	when was the civil war in libya	libya civil war time
WebQTrn-228	what songs did mozart write	songs by mozart
WebQTrn-2282	what influenced roy lichtenstein artwork	roy lichtenstein artwork influenced by
WebQTrn-2283	what state did romney governor	mitt romney governed state
WebQTrn-2284	which countries border lake victoria	countries that border lake victoria
WebQTrn-2285	what movies does ryan gosling star in	ryan gosling movie list
WebQTrn-2287	where john tyler was born	john tyler birthplace
WebQTrn-2289	what place did thomas jefferson died	thomas jefferson died place
WebQTrn-229	what language do they speak in thai	languages spoken in thailand
WebQTrn-2291	what is the time zone in france	time zone france
WebQTrn-2292	what kind of economy was the soviet union	economy of the soviet union
WebQTrn-2293	what county is lancaster ca located in	lancaster ca county
WebQTrn-2294	who is steve nash married to	steve nash wife
WebQTrn-2296	what is the name of the bengals quarterback	name bengals quarterbacks
WebQTrn-2298	what do michelle obama do for a living	michelle obama job
WebQTrn-230	who is the new senator of montana	new montana senator
WebQTrn-2301	who does paul wesley play in 24	paul wesley character in 24
WebQTrn-2302	what continent is australia in	australia continent
WebQTrn-2303	what is roshon fegan 's heritage	oshon fegan heritage
WebQTrn-2304	where is spanish springs nv	spanish springs nv location
WebQTrn-2305	what club does ronaldinho play for 2012	ronaldinho club 2012
WebQTrn-2306	what is the name of the sacred text of islam	name of the sacred text of islam
WebQTrn-2308	who stars in the movie fred claus	fred tclaus actor fred claus
WebQTrn-2313	what are the best things to do in san diego	best tings to do san diego
WebQTrn-2316	what influenced jackson pollock 's work	jackson pollock influenced by
WebQTrn-2320	who won 2001 fa cup	fa cup winner 2001
WebQTrn-2322	who played darth vader in the original star wars movies	darth vader actor original star wars
WebQTrn-2324	what team did joe hart play for before man city	joe hart team before man city
WebQTrn-2325	who did scarlett johansson married	scarlett johansson spouse
WebQTrn-2327	what are the different sports in the philippines	list sports philippines
WebQTrn-2328	who won the presidential race in venezuela	venezuela president winner
WebQTrn-2329	where did willy wonka take place	willy wonka shoot location
WebQTrn-233	what language people speak in afghanistan	languages spoken in afghanistan
WebQTrn-2332	what books has elie wiesel written	books by elie wiesel
WebQTrn-2333	when did the boston celtics win their first championship	boston celtics first championships won time
WebQTrn-2336	what college did lee corso attend	college attend by lee corso
WebQTrn-2338	what are all the countries in nato	list of countries in nato
WebQTrn-234	what language do people speak in brazil wikipedia	languages spoken in brazil
WebQTrn-2340	what was eli whitney job	eli whitney job
WebQTrn-2342	what political party was adolf hitler from	adolf hitler political party
WebQTrn-2348	what state is george washington university located in	george washington university located state
WebQTrn-2349	what is the state bird and flower of michigan	state bird and flower of michigan
WebQTrn-235	what cities should i visit in california	best cities in california
WebQTrn-2351	where was governor cuomo born	cuomo governor birthplace
WebQTrn-2352	who are the judges of the supreme court	judges of the supreme court
WebQTrn-2353	who is the president of brazil now	president of brazil now
WebQTrn-2355	what money to take to sri lanka	taking money to sri lanka
WebQTrn-2356	what year did the mets win their first world series	time mets win their first world series
WebQTrn-2357	who was leonardo da vinci teacher	leonardo da vinci teacher
WebQTrn-236	where was princess leia raised	princess leia place growing up
WebQTrn-2361	where did joe namath attend college	joe montana college location
WebQTrn-2362	what city is purdue university located	purdue university located city
WebQTrn-2363	what language does people in thailand speak	languages spoken in thailand
WebQTrn-2366	what airport is closest to downtown toronto	airport close downtown toronto
WebQTrn-2369	what country is george washington carver from	george washington carver home country
WebQTrn-2372	when did kennedy get elected	kennedy election year
WebQTrn-2373	what kind of currency do they use in thailand	currency used in thailand
WebQTrn-2374	who is the actor that plays rico in hannah montana	hannah montana rico actor
WebQTrn-2375	what time zone is birmingham england	birmingham england time zone
WebQTrn-2376	what does andy warhol do	andy warhol profession
WebQTrn-2377	where is colombia the country	colombia location
WebQTrn-2378	who does jodelle ferland play in eclipse	jodelle ferland character in eclipse
WebQTrn-2382	what timezone is nevada in right now	time zone in nevada right now
WebQTrn-2383	what team did deion sanders play for in baseball	deion sanders baseball team
WebQTrn-2384	what did dr carter g woodson do	dr carter g woodson profession
WebQTrn-2385	who invented the ford motor company	founder of ford motor company
WebQTrn-2386	what is ayrton senna	ayrton senna
WebQTrn-2389	what did charles dickens believe in	charles dickens beliefs
WebQTrn-2390	who played elaine on doc martin	doc martin elaine actress
WebQTrn-2394	in what timezone is arizona	timezone for arizona
WebQTrn-2397	what year did arizona diamondbacks win the world series	arizona diamondbacks world series win year
WebQTrn-2399	what currency do i take to turkey	currency in turkey
WebQTrn-24	what form of government does russia have today	type of government in russia
WebQTrn-240	what year was the great san francisco fire	san francisco fire year
WebQTrn-2400	who portrayed indiana jones in raiders of the lost ark	raiders of the lost ark indiana jones actor
WebQTrn-2403	what is the buddhist holy book	buddhism holy book
WebQTrn-2405	what is colorado 's state flower	state flower of colorado
WebQTrn-2408	which jane austen books are movies	movies based on jane austen books
WebQTrn-241	what countries share borders with france	list of countries neighboring france
WebQTrn-2410	where is lanzarote in a world map	lanzarote on world map
WebQTrn-2411	what year did lakers win their first championship	lakers first championship win
WebQTrn-2414	who plays dante falconeri	dante falconeri actor
WebQTrn-2415	what sports are played in canada	most popular sports in canada
WebQTrn-2417	who does northern ireland belong to	northern ireland country
WebQTrn-2418	who does allen iverson play for now 2010	allen iverson team 2010
WebQTrn-2420	where do islamic people go to worship	islamic place of worship
WebQTrn-2423	what god does taoism believe in	god of taoism
WebQTrn-2427	what do mali people speak	language spoken in mali
WebQTrn-2429	what type of government does japan currently have	type of government in japan
WebQTrn-2430	what do israeli people speak	israeli spoken language
WebQTrn-2432	what did lbj die of	lbj cause of death
WebQTrn-2433	what is the main language spoken in italy	main language in italy
WebQTrn-2434	who was the first wife of prophet muhammad	prophet muhammad first wife
WebQTrn-2435	what does george soros believe	george soros religion
WebQTrn-2436	on which river is paris	river in paris
WebQTrn-2438	who is sherri shepherd 's new husband	sherri shepherd new husband
WebQTrn-244	what city was leonardo da vinci from	birthplace of leonardo da vinci
WebQTrn-2441	what is the name of dawn french 's first novel	dawn french first novel
WebQTrn-2442	who is the governor of california 2010	governor of california 2010
WebQTrn-2444	where is st louis cardinals stadium	st. louis cardinals stadium location
WebQTrn-2447	when were the duggar kids born	duggar kids birthday
WebQTrn-2448	where did pharaoh hatshepsut live	pharaoh hatshepsut location
WebQTrn-2452	where did the seminole native americans live	seminole native americans location
WebQTrn-2453	what county is plymouth ia in	plymouth ia county
WebQTrn-2455	what school did kurt vonnegut go to	kurt vonnegut school
WebQTrn-2458	which continent is costa rica located	continent of costa rica
WebQTrn-246	what are the three major rivers in south america	south america major river top 3
WebQTrn-2464	what school did michael jordan go to	michael jordan school
WebQTrn-2465	what do you speak in singapore	language spoken in singapore
WebQTrn-2466	where is reggie bush from	reggie bush hometown
WebQTrn-2468	what primary school did sir isaac newton go to	sir isaac newton primary school
WebQTrn-2469	what 's the egyptian currency	currency used in egypt
WebQTrn-247	what other discoveries did isaac newton discover	isaac newton discoveries
WebQTrn-2474	who won the fa cup in 2008	fa cup winner 2008
WebQTrn-2475	who plays jacob black in the twilight movies	twilight jacob black actor
WebQTrn-2476	who is the head coach of the indianapolis colts	indianapolis colts head coach
WebQTrn-2477	who is rob kardashian dating now 2012	rob kardashian girlfriend 2012
WebQTrn-2478	what is the syracuse university mascot	syracuse university mascot
WebQTrn-2479	where does honda play soccer	honda soccer team
WebQTrn-248	who started pixar	founder of pixar
WebQTrn-2480	what time zone is ontario toronto	ontario toronto time zone
WebQTrn-2484	what all does stan kroenke own	stan kroenke teams owned
WebQTrn-2485	what countries does china border	countries bordering china
WebQTrn-2486	what university did donald trump graduate from	donald trump university graduated
WebQTrn-2487	what drug did mitch hedberg overdose on	mitch hedberg cause of death
WebQTrn-249	who is tia and tamera mowry parents	tia and tamera mowry parents
WebQTrn-2490	what is british columbia	british columbia
WebQTrn-2491	what language do you speak in austria	languages spoken in austria
WebQTrn-2493	who was rosemary clooney married to	rosemary clooney husband
WebQTrn-2494	where did roger moore live	roger moore live city
WebQTrn-2495	who 's the oakland raiders head coach	oakland raiders head coach
WebQTrn-2496	where is portuguese language spoken	portuguese speaking countries
WebQTrn-2497	who is married to garth brooks	garth brooks wife
WebQTrn-25	what movies does taylor lautner play in	taylor lautner movies
WebQTrn-250	what political party was lincoln	lincoln republican or democrat
WebQTrn-2500	who does zach galifianakis play in the hangover	hangover zach galifianakis character
WebQTrn-2505	what is vanderbilt university mascot	vanderbilt university mascot
WebQTrn-2507	what band does adam levine sing for	adam levine band
WebQTrn-2508	where did brian williams go to college	brian williams college
WebQTrn-2509	where did robert hooke get his education	robert hooke education
WebQTrn-2510	what country did truman lead	country lead by truman
WebQTrn-2511	what is language in argentina	language spoken in argentina
WebQTrn-2512	which island in greece	islands in greece
WebQTrn-2513	who has won the most fa cup	team with most fa cup wins
WebQTrn-2514	what time is kansas in	kansas time
WebQTrn-2517	when did hurricane irene hit ct	date hurricane irene hit ct
WebQTrn-2522	what is the capital city of assyrian empire	capital of assyrian empire
WebQTrn-2523	which countries speak english	countries that speak english
